,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-8.881784197001252e-16,-6.661338147750939e-16
1,0.0001,8190,1,0,1,0.999755859375,0.000244140625,0.00039993000399918266,0.00031994400319934613
2,0.00025,8177,5,8,2,0.9981689453125,0.0018310546875,0.0009995625624996674,0.0007996500499997117
3,0.0005,8169,6,13,4,0.9971923828125,0.0028076171875,0.0019982504999991324,0.0015986003999992615
4,0.00075,8179,5,7,1,0.9984130859375,0.0015869140625,0.002996064187498426,0.0023968513499987854
5,0.001,8158,12,17,5,0.995849609375,0.004150390625,0.003993003999998024,0.003194403199998419
6,0.0025,8105,22,40,25,0.9893798828125,0.0106201171875,0.009956312499998843,0.00796504999999903
7,0.005,8019,42,98,33,0.9788818359375,0.0211181640625,0.01982549999999983,0.015860399999999886
8,0.0075,7977,65,103,47,0.9737548828125,0.0262451171875,0.029607937499998793,0.02368634999999908
9,0.01,7864,88,161,79,0.9599609375,0.0400390625,0.03930400000000256,0.031443200000002114
10,0.025,7418,197,366,211,0.905517578125,0.094482421875,0.09568749999999926,0.07654999999999945
11,0.05,6695,384,707,406,0.8172607421875,0.1827392578125,0.18299999999999927,0.14639999999999953
12,0.075,6052,561,1021,558,0.73876953125,0.26123046875,0.2623124999999997,0.20984999999999976
13,0.1,5443,762,1275,712,0.6644287109375,0.3355712890625,0.33399999999999763,0.2671999999999981
