,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,0.4999999999999998,0.3999999999999998
1,0.0001,8183,2,5,2,0.9989013671875,0.0010986328125,0.5001999650030005,0.4001599720024004
2,0.00025,8187,1,2,2,0.9993896484375,0.0006103515625,0.5004997812968714,0.40039982503749716
3,0.0005,8173,5,12,2,0.9976806640625,0.0023193359375,0.5009991253749377,0.40079930029995015
4,0.00075,8162,5,15,10,0.996337890625,0.003662109375,0.5014980325153081,0.40119842601224653
5,0.001,8162,5,20,5,0.996337890625,0.003662109375,0.5019965029989999,0.40159720239919994
6,0.0025,8117,20,37,18,0.9908447265625,0.0091552734375,0.5049781562499998,0.40398252499999976
7,0.005,8014,37,95,46,0.978271484375,0.021728515625,0.5099127500000005,0.40793020000000035
8,0.0075,7958,53,130,51,0.971435546875,0.028564453125,0.5148039687499997,0.4118431749999998
9,0.01,7849,83,175,85,0.9581298828125,0.0418701171875,0.5196520000000019,0.41572160000000147
10,0.025,7384,192,399,217,0.9013671875,0.0986328125,0.5478437500000004,0.4382750000000003
11,0.05,6695,387,730,380,0.8172607421875,0.1827392578125,0.5914999999999991,0.4731999999999993
12,0.075,6054,554,1049,535,0.739013671875,0.260986328125,0.6311562499999999,0.5049249999999998
13,0.1,5475,753,1243,721,0.6683349609375,0.3316650390625,0.667,0.5336000000000001
