,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,2.220446049250313e-16,2.220446049250313e-16,1.0,0.0
1,0.0001,0.00039993000400018186,0.0003199440032002343,0.99951171875,0.00048828125
2,0.00025,0.0009995625625016658,0.000799650050001377,0.9989013671875,0.0010986328125
3,0.0005,0.0019982505000001316,0.0015986004000001497,0.9981689453125,0.0018310546875
4,0.00075,0.0029960641874995364,0.0023968513499996735,0.9970703125,0.0029296875
5,0.001,0.003993003999999356,0.0031944031999995293,0.9981689453125,0.0018310546875
6,0.0025,0.009956312499999509,0.007965049999999585,0.9910888671875,0.0089111328125
7,0.005,0.01982550000000116,0.015860400000000885,0.9837646484375,0.0162353515625
8,0.0075,0.02960793749999957,0.023686349999999634,0.98095703125,0.01904296875
9,0.01,0.039304000000003114,0.03144320000000245,0.9725341796875,0.0274658203125
10,0.025,0.09568750000000104,0.07655000000000078,0.9285888671875,0.0714111328125
11,0.05,0.18300000000000116,0.14640000000000097,0.8631591796875,0.1368408203125
12,0.075,0.26231250000000084,0.20985000000000065,0.799560546875,0.200439453125
13,0.1,0.3340000000000003,0.2672000000000002,0.757568359375,0.242431640625
