,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,-8.881784197001252e-16,-6.661338147750939e-16,1.0,0.0
1,0.0001,0.00039993000399918266,0.00031994400319934613,0.9998779296875,0.0001220703125
2,0.00025,0.0009995625624996674,0.0007996500499997117,0.9991455078125,0.0008544921875
3,0.0005,0.0019982504999991324,0.0015986003999992615,0.9984130859375,0.0015869140625
4,0.00075,0.002996064187498426,0.0023968513499987854,0.9974365234375,0.0025634765625
5,0.001,0.003993003999998024,0.003194403199998419,0.99658203125,0.00341796875
6,0.0025,0.009956312499998843,0.00796504999999903,0.992919921875,0.007080078125
7,0.005,0.01982549999999983,0.015860399999999886,0.9866943359375,0.0133056640625
8,0.0075,0.029607937499998793,0.02368634999999908,0.9766845703125,0.0233154296875
9,0.01,0.03930400000000256,0.031443200000002114,0.9722900390625,0.0277099609375
10,0.025,0.09568749999999926,0.07654999999999945,0.929931640625,0.070068359375
11,0.05,0.18299999999999927,0.14639999999999953,0.8675537109375,0.1324462890625
12,0.075,0.2623124999999997,0.20984999999999976,0.8038330078125,0.1961669921875
13,0.1,0.33399999999999763,0.2671999999999981,0.7510986328125,0.2489013671875
