,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,-8.881784197001252e-16,-6.661338147750939e-16,1.0,0.0
1,0.0001,0.00018749062499834324,0.0001499924999986968,0.9998779296875,0.0001220703125
2,0.00025,0.0004686914062486114,0.0003749531249989113,0.999755859375,0.000244140625
3,0.0005,0.0009372656249997391,0.0007498124999998357,0.999267578125,0.000732421875
4,0.00075,0.0014057226562486091,0.0011245781249989983,0.99951171875,0.00048828125
5,0.001,0.0018740624999979971,0.0014992499999983977,0.9990234375,0.0009765625
6,0.0025,0.0046816406249967635,0.003745312499997433,0.9964599609375,0.0035400390625
7,0.005,0.009351562499999022,0.007481249999999329,0.9931640625,0.0068359375
8,0.0075,0.014009765624999337,0.01120781249999947,0.9896240234375,0.0103759765625
9,0.01,0.018656249999998487,0.014924999999998745,0.9862060546875,0.0137939453125
10,0.025,0.0462890624999982,0.03703124999999863,0.962890625,0.037109375
11,0.05,0.09140625000000069,0.07312500000000066,0.9263916015625,0.0736083984375
12,0.075,0.1353515624999979,0.10828124999999833,0.892578125,0.107421875
13,0.1,0.17812499999999698,0.14249999999999763,0.856201171875,0.143798828125
