,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-8.881784197001252e-16,-6.661338147750939e-16
1,0.0001,7310,221,529,132,0.892333984375,0.107666015625,0.08473123433495422,0.06778498746796335
2,0.00025,7323,227,508,134,0.8939208984375,0.1060791015625,0.08527666997992644,0.0682213359839412
3,0.0005,7348,205,531,108,0.89697265625,0.10302734375,0.08618509439714606,0.06894807551771687
4,0.00075,7334,219,533,106,0.895263671875,0.104736328125,0.08709272537258006,0.06967418029806394
5,0.001,7315,222,532,123,0.8929443359375,0.1070556640625,0.0879995632489895,0.07039965059919173
6,0.0025,7312,210,528,142,0.892578125,0.107421875,0.09342395404929116,0.07473916323943297
7,0.005,7198,228,574,192,0.878662109375,0.121337890625,0.10240138291021283,0.08192110632817029
8,0.0075,7151,272,588,181,0.8729248046875,0.1270751953125,0.111300077680626,0.08904006214450066
9,0.01,7060,284,633,215,0.86181640625,0.13818359375,0.12012037768023442,0.09609630214418752
10,0.025,6685,365,810,332,0.8160400390625,0.1839599609375,0.1714148893937607,0.1371319115150087
11,0.05,6102,537,1047,506,0.744873046875,0.255126953125,0.25086037371470915,0.20068829897176732
12,0.075,5504,709,1306,673,0.671875,0.328125,0.3230432244358231,0.25843457954865845
13,0.1,4932,882,1525,853,0.60205078125,0.39794921875,0.3883027612519029,0.3106422090015223
