,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,0.5231691320875231,0.4185353056700185
1,0.0001,8191,0,1,0,0.9998779296875,0.0001220703125,0.5232519941177964,0.4186015952942371
2,0.00025,8191,0,0,1,0.9998779296875,0.0001220703125,0.5233762716257997,0.4187010173006398
3,0.0005,8182,3,3,4,0.998779296875,0.001220703125,0.5235833593727188,0.418866687498175
4,0.00075,8179,4,5,4,0.9984130859375,0.0015869140625,0.5237903953282789,0.41903231626262305
5,0.001,8179,5,3,5,0.9984130859375,0.0015869140625,0.5239973794924795,0.41919790359398357
6,0.0025,8159,8,13,12,0.9959716796875,0.0040283203125,0.5252381968591602,0.42019055748732814
7,0.005,8130,25,15,22,0.992431640625,0.007568359375,0.5273020824949499,0.42184166599595996
8,0.0075,8108,23,31,30,0.98974609375,0.01025390625,0.5293607889948904,0.4234886311959123
9,0.01,8063,39,48,42,0.9842529296875,0.0157470703125,0.5314143163589814,0.42513145308718514
10,0.025,7899,91,99,103,0.9642333984375,0.0357666015625,0.5436267186907016,0.4349013749525612
11,0.05,7619,179,212,182,0.9300537109375,0.0699462890625,0.5635663917089904,0.45085311336719225
12,0.075,7348,314,277,253,0.89697265625,0.10302734375,0.5829881511423864,0.4663905209139092
13,0.1,7012,357,413,410,0.85595703125,0.14404296875,0.601891996990893,0.4815135975927144
