,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,-8.881784197001252e-16,-6.661338147750939e-16,1.0,0.0
1,0.0001,0.00039993000399918266,0.00031994400319934613,0.999267578125,0.000732421875
2,0.00025,0.0009995625624996674,0.0007996500499997117,0.9993896484375,0.0006103515625
3,0.0005,0.0019982504999991324,0.0015986003999992615,0.9979248046875,0.0020751953125
4,0.00075,0.002996064187498426,0.0023968513499987854,0.9981689453125,0.0018310546875
5,0.001,0.003993003999998024,0.003194403199998419,0.9971923828125,0.0028076171875
6,0.0025,0.009956312499998843,0.00796504999999903,0.9937744140625,0.0062255859375
7,0.005,0.01982549999999983,0.015860399999999886,0.986083984375,0.013916015625
8,0.0075,0.029607937499998793,0.02368634999999908,0.9771728515625,0.0228271484375
9,0.01,0.03930400000000256,0.031443200000002114,0.96923828125,0.03076171875
10,0.025,0.09568749999999926,0.07654999999999945,0.931640625,0.068359375
11,0.05,0.18299999999999927,0.14639999999999953,0.863037109375,0.136962890625
12,0.075,0.2623124999999997,0.20984999999999976,0.8048095703125,0.1951904296875
13,0.1,0.33399999999999763,0.2671999999999981,0.7508544921875,0.2491455078125
