,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,0.09980029370376642,0.07984023496301307,0.9027099609375,0.0972900390625
1,0.0001,0.10015059524219194,0.08012047619375351,0.9000244140625,0.0999755859375
2,0.00025,0.1006758203900362,0.080540656312029,0.8988037109375,0.1011962890625
3,0.0005,0.10155059009071155,0.08124047207256913,0.8978271484375,0.1021728515625
4,0.00075,0.10242460312691504,0.08193968250153216,0.8974609375,0.1025390625
5,0.001,0.10329785981976713,0.08263828785581373,0.894775390625,0.105224609375
6,0.0025,0.10852153445463841,0.08681722756371069,0.8914794921875,0.1085205078125
7,0.005,0.11716736388781035,0.09373389111024832,0.8865966796875,0.1134033203125
8,0.0075,0.12573810135735086,0.10059048108588065,0.8800048828125,0.1199951171875
9,0.01,0.13423406621734335,0.10738725297387464,0.8721923828125,0.1278076171875
10,0.025,0.18365751440484301,0.1469260115238743,0.8402099609375,0.1597900390625
11,0.05,0.2602610220028967,0.20820881760231735,0.7816162109375,0.2183837890625
12,0.075,0.3299301705726483,0.26394413645811865,0.73193359375,0.26806640625
13,0.1,0.39298431418881696,0.3143874513510536,0.6925048828125,0.3074951171875
