,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,-4.440892098500626e-16,-4.440892098500626e-16,1.0,0.0
1,0.0001,0.0003999300040002929,0.0003199440032002343,0.9996337890625,0.0003662109375
2,0.00025,0.0009995625625006666,0.0007996500500005999,0.9993896484375,0.0006103515625
3,0.0005,0.0019982505000002426,0.0015986004000001497,0.998291015625,0.001708984375
4,0.00075,0.0029960641874995364,0.0023968513499996735,0.99755859375,0.00244140625
5,0.001,0.003993003999999134,0.0031944031999993072,0.99658203125,0.00341796875
6,0.0025,0.009956312499999065,0.007965049999999252,0.992431640625,0.007568359375
7,0.005,0.019825500000000273,0.01586040000000022,0.984130859375,0.015869140625
8,0.0075,0.029607937500000014,0.023686349999999967,0.9786376953125,0.0213623046875
9,0.01,0.03930400000000478,0.03144320000000389,0.970458984375,0.029541015625
10,0.025,0.09568750000000015,0.07655000000000012,0.9288330078125,0.0711669921875
11,0.05,0.18300000000000038,0.1464000000000002,0.86328125,0.13671875
12,0.075,0.2623124999999995,0.20984999999999965,0.8175048828125,0.1824951171875
13,0.1,0.33399999999999985,0.2671999999999999,0.7613525390625,0.2386474609375
