,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-4.440892098500626e-16,-4.440892098500626e-16
1,0.0001,8187,2,0,3,0.9993896484375,0.0006103515625,0.0003999300040002929,0.0003199440032002343
2,0.00025,8184,3,4,1,0.9990234375,0.0009765625,0.0009995625625006666,0.0007996500500005999
3,0.0005,8178,2,6,6,0.998291015625,0.001708984375,0.0019982505000002426,0.0015986004000001497
4,0.00075,8168,12,8,4,0.9970703125,0.0029296875,0.0029960641874995364,0.0023968513499996735
5,0.001,8162,5,12,13,0.996337890625,0.003662109375,0.003993003999999134,0.0031944031999993072
6,0.0025,8093,23,49,27,0.9879150390625,0.0120849609375,0.009956312499999065,0.007965049999999252
7,0.005,8023,46,79,44,0.9793701171875,0.0206298828125,0.019825500000000273,0.01586040000000022
8,0.0075,7968,49,118,57,0.97265625,0.02734375,0.029607937500000014,0.023686349999999967
9,0.01,7892,80,138,82,0.96337890625,0.03662109375,0.03930400000000478,0.03144320000000389
10,0.025,7470,171,358,193,0.911865234375,0.088134765625,0.09568750000000015,0.07655000000000012
11,0.05,6773,377,682,360,0.8267822265625,0.1732177734375,0.18300000000000038,0.1464000000000002
12,0.075,6061,587,970,574,0.7398681640625,0.2601318359375,0.2623124999999995,0.20984999999999965
13,0.1,5446,740,1284,722,0.664794921875,0.335205078125,0.33399999999999985,0.2671999999999999
