,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,2.220446049250313e-16,2.220446049250313e-16
1,0.0001,8186,1,4,1,0.999267578125,0.000732421875,0.00039993000400018186,0.0003199440032002343
2,0.00025,8182,2,4,4,0.998779296875,0.001220703125,0.0009995625625016658,0.000799650050001377
3,0.0005,8174,8,9,1,0.997802734375,0.002197265625,0.0019982505000001316,0.0015986004000001497
4,0.00075,8175,2,12,3,0.9979248046875,0.0020751953125,0.0029960641874995364,0.0023968513499996735
5,0.001,8168,5,11,8,0.9970703125,0.0029296875,0.003993003999999356,0.0031944031999995293
6,0.0025,8103,24,41,24,0.9891357421875,0.0108642578125,0.009956312499999509,0.007965049999999585
7,0.005,8044,33,77,38,0.98193359375,0.01806640625,0.01982550000000116,0.015860400000000885
8,0.0075,7950,60,121,61,0.970458984375,0.029541015625,0.02960793749999957,0.023686349999999634
9,0.01,7860,92,152,88,0.95947265625,0.04052734375,0.039304000000003114,0.03144320000000245
10,0.025,7420,197,380,195,0.90576171875,0.09423828125,0.09568750000000104,0.07655000000000078
11,0.05,6740,397,673,382,0.82275390625,0.17724609375,0.18300000000000116,0.14640000000000097
12,0.075,6016,582,1008,586,0.734375,0.265625,0.26231250000000084,0.20985000000000065
13,0.1,5468,734,1297,693,0.66748046875,0.33251953125,0.3340000000000003,0.2672000000000002
