,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-8.881784197001252e-16,-6.661338147750939e-16
1,0.0001,8191,1,0,0,0.9998779296875,0.0001220703125,0.00018749062499834324,0.0001499924999986968
2,0.00025,8191,1,0,0,0.9998779296875,0.0001220703125,0.0004686914062486114,0.0003749531249989113
3,0.0005,8188,3,0,1,0.99951171875,0.00048828125,0.0009372656249997391,0.0007498124999998357
4,0.00075,8179,3,6,4,0.9984130859375,0.0015869140625,0.0014057226562486091,0.0011245781249989983
5,0.001,8183,4,3,2,0.9989013671875,0.0010986328125,0.0018740624999979971,0.0014992499999983977
6,0.0025,8157,9,10,16,0.9957275390625,0.0042724609375,0.0046816406249967635,0.003745312499997433
7,0.005,8135,15,20,22,0.9930419921875,0.0069580078125,0.009351562499999022,0.007481249999999329
8,0.0075,8107,30,28,27,0.9896240234375,0.0103759765625,0.014009765624999337,0.01120781249999947
9,0.01,8071,40,40,41,0.9852294921875,0.0147705078125,0.018656249999998487,0.014924999999998745
10,0.025,7882,102,112,96,0.962158203125,0.037841796875,0.0462890624999982,0.03703124999999863
11,0.05,7594,202,190,206,0.927001953125,0.072998046875,0.09140625000000069,0.07312500000000066
12,0.075,7298,300,313,281,0.890869140625,0.109130859375,0.1353515624999979,0.10828124999999833
13,0.1,6925,403,437,427,0.8453369140625,0.1546630859375,0.17812499999999698,0.14249999999999763
