,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,4371,245,3389,187,0.5335693359375,0.4664306640625,0.39617316717780326,0.31693853374224257
1,0.0001,4279,250,3490,173,0.5223388671875,0.4776611328125,0.3962814271310986,0.31702514170487883
2,0.00025,4254,228,3534,176,0.519287109375,0.480712890625,0.3964437967612866,0.3171550374090293
3,0.0005,4288,231,3502,171,0.5234375,0.4765625,0.39671435867891747,0.317371486943134
4,0.00075,4325,238,3452,177,0.5279541015625,0.4720458984375,0.39698485293069274,0.31758788234455415
5,0.001,4354,218,3429,191,0.531494140625,0.468505859375,0.397255279516614,0.3178042236132912
6,0.0025,4207,259,3543,183,0.5135498046875,0.4864501953125,0.3988764180492075,0.31910113443936594
7,0.005,4346,268,3414,164,0.530517578125,0.469482421875,0.4015729023352044,0.3212583218681635
8,0.0075,4226,289,3466,211,0.515869140625,0.484130859375,0.40426262003578994,0.3234100960286319
9,0.01,4282,291,3403,216,0.522705078125,0.477294921875,0.4069455711509645,0.3255564569207716
10,0.025,4220,281,3413,278,0.51513671875,0.48486328125,0.42290117954839834,0.3383209436387187
11,0.05,4030,431,3331,400,0.491943359375,0.508056640625,0.44895253337796936,0.3591620267023755
12,0.075,3860,506,3327,499,0.47119140625,0.52880859375,0.4743272286665071,0.37946178293320565
13,0.1,3868,573,3221,530,0.47216796875,0.52783203125,0.49902526541401937,0.3992202123312155
