,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,0.038330390637982825,0.03066431251038626
1,0.0001,8189,1,1,1,0.9996337890625,0.0003662109375,0.03871119653049415,0.03096895722439541
2,0.00025,8187,1,4,0,0.9993896484375,0.0006103515625,0.03928215653816958,0.03142572523053566
3,0.0005,8179,5,5,3,0.9984130859375,0.0015869140625,0.04023309319243773,0.032186474553950184
4,0.00075,8171,9,4,8,0.9974365234375,0.0025634765625,0.04118320095456396,0.0329465607636511
5,0.001,8161,7,15,9,0.9962158203125,0.0037841796875,0.042132480178332266,0.03370598414266579
6,0.0025,8101,26,44,21,0.9888916015625,0.0111083984375,0.04781077602694839,0.038248620821558665
7,0.005,8028,42,83,39,0.97998046875,0.02001953125,0.057208554865695094,0.04576684389255603
8,0.0075,7943,74,120,55,0.9696044921875,0.0303955078125,0.06652408079831695,0.05321926463865356
9,0.01,7865,97,149,81,0.9600830078125,0.0399169921875,0.07575770728929454,0.06060616583143563
10,0.025,7433,208,394,157,0.9073486328125,0.0926513671875,0.12945937448558964,0.10356749958847167
11,0.05,6649,403,746,394,0.8116455078125,0.1883544921875,0.2126458707321941,0.17011669658575523
12,0.075,6082,574,998,538,0.742431640625,0.257568359375,0.2882433887550965,0.23059471100407714
13,0.1,5403,769,1320,700,0.6595458984375,0.3404541015625,0.3566054379315817,0.28528435034526534
