,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,-8.881784197001252e-16,-6.661338147750939e-16,1.0,0.0
1,0.0001,0.0003999300040002929,0.0003199440032002343,0.99951171875,0.00048828125
2,0.00025,0.0009995625625006666,0.0007996500500005999,0.999267578125,0.000732421875
3,0.0005,0.0019982505000002426,0.0015986004000001497,0.9984130859375,0.0015869140625
4,0.00075,0.0029960641874995364,0.0023968513499996735,0.9979248046875,0.0020751953125
5,0.001,0.003993003999999134,0.0031944031999993072,0.99609375,0.00390625
6,0.0025,0.009956312499998177,0.007965049999998586,0.991943359375,0.008056640625
7,0.005,0.019825500000000273,0.01586040000000022,0.985595703125,0.014404296875
8,0.0075,0.029607937500000014,0.023686349999999967,0.9757080078125,0.0242919921875
9,0.01,0.03930400000000478,0.03144320000000389,0.9703369140625,0.0296630859375
10,0.025,0.09568750000000015,0.07655000000000012,0.9295654296875,0.0704345703125
11,0.05,0.18300000000000038,0.1464000000000002,0.8624267578125,0.1375732421875
12,0.075,0.26231250000000017,0.2098500000000001,0.8189697265625,0.1810302734375
13,0.1,0.33399999999999985,0.2671999999999999,0.750732421875,0.249267578125
