,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-4.440892098500626e-16,-4.440892098500626e-16
1,0.0001,8191,1,0,0,0.9998779296875,0.0001220703125,0.0003999300040002929,0.0003199440032002343
2,0.00025,8185,1,3,3,0.9991455078125,0.0008544921875,0.0009995625625006666,0.0007996500500005999
3,0.0005,8175,2,14,1,0.9979248046875,0.0020751953125,0.0019982505000002426,0.0015986004000001497
4,0.00075,8165,5,11,11,0.9967041015625,0.0032958984375,0.0029960641874995364,0.0023968513499996735
5,0.001,8160,9,20,3,0.99609375,0.00390625,0.003993003999999134,0.0031944031999993072
6,0.0025,8115,27,29,21,0.9906005859375,0.0093994140625,0.009956312499999065,0.007965049999999252
7,0.005,8043,38,76,35,0.9818115234375,0.0181884765625,0.019825500000000273,0.01586040000000022
8,0.0075,7946,61,117,68,0.969970703125,0.030029296875,0.029607937500000014,0.023686349999999967
9,0.01,7856,93,157,86,0.958984375,0.041015625,0.03930400000000478,0.03144320000000389
10,0.025,7360,238,397,197,0.8984375,0.1015625,0.09568750000000015,0.07655000000000012
11,0.05,6778,393,677,344,0.827392578125,0.172607421875,0.18300000000000038,0.1464000000000002
12,0.075,5996,589,1000,607,0.73193359375,0.26806640625,0.2623124999999995,0.20984999999999965
13,0.1,5444,692,1269,787,0.66455078125,0.33544921875,0.33399999999999985,0.2671999999999999
