,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,0.10336542866019749,0.08269234292815797,0.886962890625,0.113037109375
1,0.0001,0.1035322472331186,0.0828257977864949,0.8843994140625,0.1156005859375
2,0.00025,0.1037824438124555,0.08302595504996435,0.889892578125,0.110107421875
3,0.0005,0.10419935469789499,0.08335948375831603,0.88916015625,0.11083984375
4,0.00075,0.10461616131651086,0.08369292905320869,0.8868408203125,0.1131591796875
5,0.001,0.105032863668304,0.0840262909346432,0.8883056640625,0.1116943359375
6,0.0025,0.10753088817582346,0.08602471054065874,0.8868408203125,0.1131591796875
7,0.005,0.1116859210093113,0.08934873680744904,0.8883056640625,0.1116943359375
8,0.0075,0.11583052716065656,0.09266442172852529,0.88134765625,0.11865234375
9,0.01,0.11996470662985881,0.09597176530388707,0.874755859375,0.125244140625
10,0.025,0.14455082312009915,0.1156406584960793,0.858642578125,0.141357421875
11,0.05,0.1846935493658297,0.14775483949266377,0.825439453125,0.174560546875
12,0.075,0.2237936073973804,0.1790348859179044,0.7999267578125,0.2000732421875
13,0.1,0.26185099721475824,0.20948079777180661,0.7723388671875,0.2276611328125
