,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,-4.440892098500626e-16,-4.440892098500626e-16,1.0,0.0
1,0.0001,0.0003999300040002929,0.0003199440032002343,0.9996337890625,0.0003662109375
2,0.00025,0.0009995625625006666,0.0007996500500005999,0.9989013671875,0.0010986328125
3,0.0005,0.0019982505000002426,0.0015986004000001497,0.998291015625,0.001708984375
4,0.00075,0.0029960641874995364,0.0023968513499996735,0.9981689453125,0.0018310546875
5,0.001,0.003993003999999134,0.0031944031999993072,0.996826171875,0.003173828125
6,0.0025,0.009956312499999065,0.007965049999999252,0.993408203125,0.006591796875
7,0.005,0.019825500000000273,0.01586040000000022,0.9847412109375,0.0152587890625
8,0.0075,0.029607937500000014,0.023686349999999967,0.9776611328125,0.0223388671875
9,0.01,0.03930400000000478,0.03144320000000389,0.9642333984375,0.0357666015625
10,0.025,0.09568750000000015,0.07655000000000012,0.931640625,0.068359375
11,0.05,0.18300000000000038,0.1464000000000002,0.86767578125,0.13232421875
12,0.075,0.2623124999999995,0.20984999999999965,0.8067626953125,0.1932373046875
13,0.1,0.33399999999999985,0.2671999999999999,0.7554931640625,0.2445068359375
