,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-1.3322676295501878e-15,-1.1102230246251565e-15
1,0.0001,8189,3,0,0,0.9996337890625,0.0003662109375,0.0003999300039992937,0.00031994400319956817
2,0.00025,8183,1,6,2,0.9989013671875,0.0010986328125,0.0009995625624994453,0.0007996500499996007
3,0.0005,8181,3,3,5,0.9986572265625,0.0013427734375,0.0019982504999989104,0.0015986003999991505
4,0.00075,8168,6,11,7,0.9970703125,0.0029296875,0.0029960641874986482,0.0023968513499988964
5,0.001,8151,6,25,10,0.9949951171875,0.0050048828125,0.003993003999997802,0.003194403199998197
6,0.0025,8131,16,31,14,0.9925537109375,0.0074462890625,0.009956312499999287,0.007965049999999474
7,0.005,8027,35,94,36,0.9798583984375,0.0201416015625,0.019825500000000273,0.01586040000000022
8,0.0075,7942,58,124,68,0.969482421875,0.030517578125,0.029607937499999126,0.0236863499999993
9,0.01,7895,86,139,72,0.9637451171875,0.0362548828125,0.03930400000000356,0.03144320000000289
10,0.025,7391,191,401,209,0.9022216796875,0.0977783203125,0.0956875000000007,0.07655000000000067
11,0.05,6664,404,732,392,0.8134765625,0.1865234375,0.18299999999999983,0.14639999999999986
12,0.075,6069,556,988,579,0.7408447265625,0.2591552734375,0.2623124999999995,0.20984999999999965
13,0.1,5459,691,1303,739,0.6663818359375,0.3336181640625,0.3339999999999994,0.26719999999999955
