,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,-8.881784197001252e-16,-6.661338147750939e-16,1.0,0.0
1,0.0001,0.08453806975649036,0.06763045580519234,0.919189453125,0.080810546875
2,0.00025,0.0847939647314977,0.06783517178519816,0.9171142578125,0.0828857421875
3,0.0005,0.08522037104325753,0.06817629683460602,0.9208984375,0.0791015625
4,0.00075,0.08564667071344623,0.06851733657075698,0.9146728515625,0.0853271484375
5,0.001,0.08607286374206513,0.06885829099365215,0.9149169921875,0.0850830078125
6,0.0025,0.08862778244085212,0.0709022259526817,0.91796875,0.08203125
7,0.005,0.0928774489466847,0.07430195915734783,0.9139404296875,0.0860595703125
8,0.0075,0.09711645129566104,0.07769316103652879,0.9111328125,0.0888671875
9,0.01,0.10134478948778636,0.08107583159022913,0.9080810546875,0.0919189453125
10,0.025,0.12649087134662373,0.10119269707729894,0.8878173828125,0.1121826171875
11,0.05,0.16754787522980163,0.13403830018384133,0.853271484375,0.146728515625
12,0.075,0.20753846342769788,0.16603077074215844,0.8125,0.1875
13,0.1,0.24646263594031703,0.1971701087522536,0.79150390625,0.20849609375
