,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-1.3322676295501878e-15,-1.1102230246251565e-15
1,0.0001,8188,3,1,0,0.99951171875,0.00048828125,0.0001874906249986763,0.00014999249999902986
2,0.00025,8190,1,0,1,0.999755859375,0.000244140625,0.00046869140624794525,0.0003749531249983562
3,0.0005,8186,5,1,0,0.999267578125,0.000732421875,0.0009372656250002942,0.0007498125000001687
4,0.00075,8176,1,11,4,0.998046875,0.001953125,0.0014057226562494973,0.0011245781249996645
5,0.001,8181,7,2,2,0.9986572265625,0.0013427734375,0.0018740624999988853,0.0014992499999990638
6,0.0025,8166,9,10,7,0.996826171875,0.003173828125,0.004681640624996541,0.003745312499997211
7,0.005,8117,25,22,28,0.9908447265625,0.0091552734375,0.009351562499999133,0.007481249999999329
8,0.0075,8091,33,35,33,0.9876708984375,0.0123291015625,0.014009765624999782,0.011207812499999803
9,0.01,8053,41,51,47,0.9830322265625,0.0169677734375,0.01865624999999871,0.014924999999998967
10,0.025,7875,123,95,99,0.9613037109375,0.0386962890625,0.046289062499998423,0.03703124999999863
11,0.05,7595,211,205,181,0.9271240234375,0.0728759765625,0.09140625000000113,0.073125000000001
12,0.075,7307,310,275,300,0.8919677734375,0.1080322265625,0.13535156249999813,0.10828124999999855
13,0.1,6996,402,398,396,0.85400390625,0.14599609375,0.17812499999999742,0.14249999999999796
