,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,-4.440892098500626e-16,-4.440892098500626e-16,1.0,0.0
1,0.0001,0.00018749062499889835,0.00014999249999902986,1.0,0.0
2,0.00025,0.00046869140624883343,0.00037495312499902234,0.9998779296875,0.0001220703125
3,0.0005,0.0009372656250006273,0.0007498125000005018,0.999755859375,0.000244140625
4,0.00075,0.0014057226562493863,0.0011245781249995535,0.9989013671875,0.0010986328125
5,0.001,0.001874062499997553,0.0014992499999980646,0.9986572265625,0.0013427734375
6,0.0025,0.004681640624997874,0.003745312499998321,0.9959716796875,0.0040283203125
7,0.005,0.009351562500000465,0.007481250000000328,0.9910888671875,0.0089111328125
8,0.0075,0.01400976562500067,0.01120781250000058,0.9903564453125,0.0096435546875
9,0.01,0.01865624999999982,0.014924999999999855,0.9852294921875,0.0147705078125
10,0.025,0.04628906249999898,0.03703124999999918,0.96728515625,0.03271484375
11,0.05,0.09140625000000147,0.07312500000000122,0.9224853515625,0.0775146484375
12,0.075,0.13535156249999825,0.10828124999999855,0.8868408203125,0.1131591796875
13,0.1,0.17812499999999853,0.14249999999999885,0.8599853515625,0.1400146484375
