,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,0.4999999999999998,0.3999999999999998
1,0.0001,8191,0,0,1,0.9998779296875,0.0001220703125,0.5000874956249994,0.4000699964999995
2,0.00025,8186,2,1,3,0.999267578125,0.000732421875,0.5002187226562494,0.4001749781249996
3,0.0005,8188,0,3,1,0.99951171875,0.00048828125,0.5004373906250001,0.40034991250000007
4,0.00075,8179,4,5,4,0.9984130859375,0.0015869140625,0.5006560039062502,0.40052480312500016
5,0.001,8174,5,9,4,0.997802734375,0.002197265625,0.5008745624999991,0.4006996499999993
6,0.0025,8158,11,6,17,0.995849609375,0.004150390625,0.5021847656249987,0.4017478124999989
7,0.005,8120,20,27,25,0.9912109375,0.0087890625,0.5043640624999999,0.40349124999999986
8,0.0075,8100,34,27,31,0.98876953125,0.01123046875,0.506537890625,0.40523031249999997
9,0.01,8077,45,38,32,0.9859619140625,0.0140380859375,0.5087062499999999,0.4069649999999999
10,0.025,7887,103,106,96,0.9627685546875,0.0372314453125,0.5216015624999999,0.41728124999999994
11,0.05,7608,214,173,197,0.9287109375,0.0712890625,0.5426562500000006,0.43412500000000054
12,0.075,7309,307,303,273,0.8922119140625,0.1077880859375,0.5631640624999991,0.4505312499999993
13,0.1,7047,379,396,370,0.8602294921875,0.1397705078125,0.5831249999999993,0.46649999999999947
