,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,4.440892098500626e-16,3.3306690738754696e-16,1.0,0.0
1,0.0001,0.00018749062499989755,0.00014999249999991804,0.9998779296875,0.0001220703125
2,0.00025,0.0004686914062501657,0.00037495312500013256,0.999755859375,0.000244140625
3,0.0005,0.0009372656250019595,0.000749812500001612,0.9993896484375,0.0006103515625
4,0.00075,0.0014057226562509406,0.0011245781250007747,0.9990234375,0.0009765625
5,0.001,0.0018740624999999955,0.001499249999999952,0.998779296875,0.001220703125
6,0.0025,0.00468164062499854,0.0037453124999988763,0.99658203125,0.00341796875
7,0.005,0.00935156250000091,0.007481250000000772,0.9921875,0.0078125
8,0.0075,0.014009765625001336,0.011207812500001024,0.9892578125,0.0107421875
9,0.01,0.018656250000000152,0.014925000000000188,0.9852294921875,0.0147705078125
10,0.025,0.04628906250000009,0.03703125000000007,0.963623046875,0.036376953125
11,0.05,0.09140625000000213,0.07312500000000166,0.9283447265625,0.0716552734375
12,0.075,0.1353515624999999,0.10828124999999988,0.8887939453125,0.1112060546875
13,0.1,0.1781249999999991,0.1424999999999994,0.8564453125,0.1435546875
