,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-8.881784197001252e-16,-6.661338147750939e-16
1,0.0001,8191,0,1,0,0.9998779296875,0.0001220703125,0.00018749062499834324,0.0001499924999986968
2,0.00025,8191,0,1,0,0.9998779296875,0.0001220703125,0.0004686914062486114,0.0003749531249989113
3,0.0005,8186,1,2,3,0.999267578125,0.000732421875,0.0009372656249997391,0.0007498124999998357
4,0.00075,8182,7,2,1,0.998779296875,0.001220703125,0.0014057226562486091,0.0011245781249989983
5,0.001,8176,7,7,2,0.998046875,0.001953125,0.0018740624999979971,0.0014992499999983977
6,0.0025,8158,10,10,14,0.995849609375,0.004150390625,0.0046816406249967635,0.003745312499997433
7,0.005,8122,20,22,28,0.991455078125,0.008544921875,0.009351562499999022,0.007481249999999329
8,0.0075,8119,29,22,22,0.9910888671875,0.0089111328125,0.014009765624999337,0.01120781249999947
9,0.01,8067,41,39,45,0.9847412109375,0.0152587890625,0.018656249999998487,0.014924999999998745
10,0.025,7892,102,100,98,0.96337890625,0.03662109375,0.0462890624999982,0.03703124999999863
11,0.05,7616,205,185,186,0.9296875,0.0703125,0.09140625000000069,0.07312500000000066
12,0.075,7326,308,284,274,0.894287109375,0.105712890625,0.1353515624999979,0.10828124999999833
13,0.1,7026,384,387,395,0.857666015625,0.142333984375,0.17812499999999698,0.14249999999999763
