,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-8.881784197001252e-16,-6.661338147750939e-16
1,0.0001,8191,1,0,0,0.9998779296875,0.0001220703125,0.00018749062499900937,0.0001499924999992519
2,0.00025,8190,1,0,1,0.999755859375,0.000244140625,0.00046869140624883343,0.00037495312499902234
3,0.0005,8188,1,1,2,0.99951171875,0.00048828125,0.0009372656250001832,0.0007498125000001687
4,0.00075,8191,0,0,1,0.9998779296875,0.0001220703125,0.0014057226562504965,0.0011245781250004416
5,0.001,8175,8,5,4,0.9979248046875,0.0020751953125,0.0018740624999986633,0.0014992499999989528
6,0.0025,8158,16,8,10,0.995849609375,0.004150390625,0.004681640624997652,0.003745312499998099
7,0.005,8141,17,20,14,0.9937744140625,0.0062255859375,0.009351562500000021,0.007481249999999995
8,0.0075,8096,37,29,30,0.98828125,0.01171875,0.014009765625000004,0.011207812500000025
9,0.01,8071,45,37,39,0.9852294921875,0.0147705078125,0.01865624999999982,0.014924999999999855
10,0.025,7876,106,98,112,0.96142578125,0.03857421875,0.04628906250000009,0.03703125000000007
11,0.05,7606,195,197,194,0.928466796875,0.071533203125,0.09140625000000258,0.0731250000000021
12,0.075,7331,298,249,314,0.8948974609375,0.1051025390625,0.13535156249999825,0.10828124999999855
13,0.1,7034,374,405,379,0.858642578125,0.141357421875,0.1781249999999981,0.14249999999999852
