,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,4.440892098500626e-16,3.3306690738754696e-16
1,0.0001,8186,4,2,0,0.999267578125,0.000732421875,0.00039993000400107004,0.00031994400320090044
2,0.00025,8185,2,2,3,0.9991455078125,0.0008544921875,0.0009995625625016658,0.000799650050001377
3,0.0005,8175,2,9,6,0.9979248046875,0.0020751953125,0.0019982505000009088,0.0015986004000007048
4,0.00075,8173,2,9,8,0.9976806640625,0.0023193359375,0.0029960641874999805,0.0023968513500000066
5,0.001,8154,9,21,8,0.995361328125,0.004638671875,0.003993004000000244,0.0031944032000001954
6,0.0025,8110,22,39,21,0.989990234375,0.010009765625,0.00995631250000062,0.007965050000000473
7,0.005,8029,43,83,37,0.9801025390625,0.0198974609375,0.019825500000001606,0.01586040000000133
8,0.0075,7941,66,124,61,0.9693603515625,0.0306396484375,0.02960793750000068,0.023686350000000522
9,0.01,7856,87,167,82,0.958984375,0.041015625,0.039304000000004,0.031443200000003224
10,0.025,7404,215,362,211,0.90380859375,0.09619140625,0.09568750000000159,0.07655000000000134
11,0.05,6714,407,692,379,0.819580078125,0.180419921875,0.18300000000000094,0.14640000000000075
12,0.075,6048,548,1041,555,0.73828125,0.26171875,0.26231250000000117,0.20985000000000098
13,0.1,5488,747,1256,701,0.669921875,0.330078125,0.3340000000000001,0.2672000000000001
