,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,4.440892098500626e-16,3.3306690738754696e-16
1,0.0001,8191,0,1,0,0.9998779296875,0.0001220703125,0.00018749062499989755,0.00014999249999991804
2,0.00025,8189,1,1,1,0.9996337890625,0.0003662109375,0.0004686914062501657,0.00037495312500013256
3,0.0005,8184,3,1,4,0.9990234375,0.0009765625,0.0009372656250019595,0.000749812500001612
4,0.00075,8183,2,2,5,0.9989013671875,0.0010986328125,0.0014057226562509406,0.0011245781250007747
5,0.001,8175,4,6,7,0.9979248046875,0.0020751953125,0.0018740624999999955,0.001499249999999952
6,0.0025,8156,6,10,20,0.99560546875,0.00439453125,0.00468164062499854,0.0037453124999988763
7,0.005,8138,26,15,13,0.993408203125,0.006591796875,0.00935156250000091,0.007481250000000772
8,0.0075,8106,29,27,30,0.989501953125,0.010498046875,0.014009765625001336,0.011207812500001024
9,0.01,8080,41,34,37,0.986328125,0.013671875,0.018656250000000152,0.014925000000000188
10,0.025,7854,143,102,93,0.958740234375,0.041259765625,0.04628906250000009,0.03703125000000007
11,0.05,7600,214,190,188,0.927734375,0.072265625,0.09140625000000213,0.07312500000000166
12,0.075,7271,314,310,297,0.8875732421875,0.1124267578125,0.1353515624999999,0.10828124999999988
13,0.1,7050,369,380,393,0.860595703125,0.139404296875,0.1781249999999991,0.1424999999999994
