,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,-8.881784197001252e-16,-6.661338147750939e-16,1.0,0.0
1,0.0001,0.00039993000399918266,0.00031994400319934613,0.9996337890625,0.0003662109375
2,0.00025,0.0009995625624996674,0.0007996500499997117,0.9993896484375,0.0006103515625
3,0.0005,0.0019982504999991324,0.0015986003999992615,0.99853515625,0.00146484375
4,0.00075,0.002996064187498426,0.0023968513499987854,0.9984130859375,0.0015869140625
5,0.001,0.003993003999998024,0.003194403199998419,0.9974365234375,0.0025634765625
6,0.0025,0.009956312499998843,0.00796504999999903,0.993896484375,0.006103515625
7,0.005,0.01982549999999983,0.015860399999999886,0.9869384765625,0.0130615234375
8,0.0075,0.029607937499998793,0.02368634999999908,0.9788818359375,0.0211181640625
9,0.01,0.03930400000000256,0.031443200000002114,0.9727783203125,0.0272216796875
10,0.025,0.09568749999999926,0.07654999999999945,0.929931640625,0.070068359375
11,0.05,0.18299999999999927,0.14639999999999953,0.853515625,0.146484375
12,0.075,0.2623124999999997,0.20984999999999976,0.8009033203125,0.1990966796875
13,0.1,0.33399999999999763,0.2671999999999981,0.7518310546875,0.2481689453125
