,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-4.440892098500626e-16,-4.440892098500626e-16
1,0.0001,8186,1,3,2,0.999267578125,0.000732421875,0.0003999300040002929,0.0003199440032002343
2,0.00025,8185,0,4,3,0.9991455078125,0.0008544921875,0.0009995625625006666,0.0007996500500005999
3,0.0005,8176,4,7,5,0.998046875,0.001953125,0.0019982505000002426,0.0015986004000001497
4,0.00075,8167,5,11,9,0.9969482421875,0.0030517578125,0.0029960641874995364,0.0023968513499996735
5,0.001,8165,4,16,7,0.9967041015625,0.0032958984375,0.003993003999999134,0.0031944031999993072
6,0.0025,8107,16,45,24,0.9896240234375,0.0103759765625,0.009956312499999065,0.007965049999999252
7,0.005,8032,38,83,39,0.98046875,0.01953125,0.019825500000000273,0.01586040000000022
8,0.0075,7929,74,141,48,0.9678955078125,0.0321044921875,0.029607937500000014,0.023686349999999967
9,0.01,7871,75,161,85,0.9608154296875,0.0391845703125,0.03930400000000478,0.03144320000000389
10,0.025,7395,235,363,199,0.9027099609375,0.0972900390625,0.09568750000000015,0.07655000000000012
11,0.05,6770,376,703,343,0.826416015625,0.173583984375,0.18300000000000038,0.1464000000000002
12,0.075,6016,586,1050,540,0.734375,0.265625,0.2623124999999995,0.20984999999999965
13,0.1,5528,735,1219,710,0.6748046875,0.3251953125,0.33399999999999985,0.2671999999999999
