,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,0.5353267865683797,0.4282614292547038
1,0.0001,8190,1,0,1,0.999755859375,0.000244140625,0.535407217189333,0.4283257737514664
2,0.00025,8189,1,0,2,0.9996337890625,0.0003662109375,0.535527848039269,0.4284222784314152
3,0.0005,8184,0,4,4,0.9990234375,0.0009765625,0.5357288592385081,0.4285830873908065
4,0.00075,8181,1,5,5,0.9986572265625,0.0013427734375,0.5359298201660945,0.4287438561328756
5,0.001,8183,3,4,2,0.9989013671875,0.0010986328125,0.5361307308220287,0.42890458465762293
6,0.0025,8164,12,6,10,0.99658203125,0.00341796875,0.5373351390529526,0.4298681112423621
7,0.005,8119,21,26,26,0.9910888671875,0.0089111328125,0.5393384643723599,0.43147077149788793
8,0.0075,8111,28,27,26,0.9901123046875,0.0098876953125,0.5413367625265985,0.43306941002127874
9,0.01,8043,45,54,50,0.9818115234375,0.0181884765625,0.5433300335156689,0.43466402681253513
10,0.025,7894,99,94,105,0.963623046875,0.036376953125,0.5551840889815658,0.44414727118525266
11,0.05,7598,186,204,204,0.927490234375,0.072509765625,0.5745386748779633,0.4596309399023706
12,0.075,7316,299,300,277,0.89306640625,0.10693359375,0.5933905442575693,0.47471243540605546
13,0.1,7026,409,368,389,0.857666015625,0.142333984375,0.6117396971203868,0.4893917576963094
