,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,6488,0,1704,0,0.7919921875,0.2080078125,0.3952317810242145,0.3161854248193716
1,0.0001,6428,1,1763,0,0.78466796875,0.21533203125,0.3954429526580958,0.3163543621264766
2,0.00025,6428,1,1762,1,0.78466796875,0.21533203125,0.39575958001823686,0.3166076640145895
3,0.0005,6479,6,1702,5,0.7908935546875,0.2091064453125,0.39628694596863845,0.31702955677491074
4,0.00075,6459,9,1718,6,0.7884521484375,0.2115478515625,0.396813879063149,0.3174511032505192
5,0.001,6450,12,1726,4,0.787353515625,0.212646484375,0.3973403794894643,0.3178723035915715
6,0.0025,6411,24,1730,27,0.7825927734375,0.2174072265625,0.40049030344323455,0.32039224275458766
7,0.005,6392,41,1727,32,0.7802734375,0.2197265625,0.4057056719460084,0.3245645375568067
8,0.0075,6336,59,1733,64,0.7734375,0.2265625,0.4108780557575893,0.32870244460607145
9,0.01,6244,76,1797,75,0.76220703125,0.23779296875,0.41600762410149095,0.33280609928119276
10,0.025,5939,213,1848,192,0.7249755859375,0.2750244140625,0.44589538584536625,0.356716308676293
11,0.05,5434,401,2003,354,0.663330078125,0.336669921875,0.4923959003591162,0.39391672028729297
12,0.075,4901,625,2093,573,0.5982666015625,0.4017333984375,0.534902548167165,0.427922038533732
13,0.1,4582,746,2166,698,0.559326171875,0.440673828125,0.5735845528712099,0.45886764229696797
