,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,0.038330390637982825,0.03066431251038626,0.9635009765625,0.0364990234375
1,0.0001,0.03851021556815826,0.030808172454526606,0.9622802734375,0.0377197265625
2,0.00025,0.03877991924456192,0.031023935395649516,0.9639892578125,0.0360107421875
3,0.0005,0.039229335454943004,0.03138346836395445,0.95947265625,0.04052734375
4,0.00075,0.03967863926912085,0.031742911415296726,0.9586181640625,0.0413818359375
5,0.001,0.04012783068709602,0.032102264549676796,0.9610595703125,0.0389404296875
6,0.0025,0.04282061887473221,0.03425649509978579,0.9542236328125,0.0457763671875
7,0.005,0.047299607491368745,0.03783968599309495,0.9578857421875,0.0421142578125
8,0.0075,0.05176735648788666,0.04141388519030931,0.95068359375,0.04931640625
9,0.01,0.05622386586428685,0.04497909269142952,0.9481201171875,0.0518798828125
10,0.025,0.08272689010023215,0.06618151208018586,0.929931640625,0.070068359375
11,0.05,0.12599942755078097,0.1007995420406248,0.89111328125,0.10888671875
12,0.075,0.1681480029896225,0.134518402391698,0.8585205078125,0.1414794921875
13,0.1,0.20917261641676455,0.16733809313341153,0.8197021484375,0.1802978515625
