,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-1.3322676295501878e-15,-1.1102230246251565e-15
1,0.0001,8191,0,1,0,0.9998779296875,0.0001220703125,0.0003999300039992937,0.00031994400319956817
2,0.00025,8190,2,0,0,0.999755859375,0.000244140625,0.0009995625624994453,0.0007996500499996007
3,0.0005,8170,6,11,5,0.997314453125,0.002685546875,0.0019982504999989104,0.0015986003999991505
4,0.00075,8165,7,9,11,0.9967041015625,0.0032958984375,0.0029960641874986482,0.0023968513499988964
5,0.001,8160,11,13,8,0.99609375,0.00390625,0.003993003999997802,0.003194403199998197
6,0.0025,8097,21,48,26,0.9884033203125,0.0115966796875,0.009956312499999287,0.007965049999999474
7,0.005,8036,38,79,39,0.98095703125,0.01904296875,0.019825500000000273,0.01586040000000022
8,0.0075,7966,62,113,51,0.972412109375,0.027587890625,0.029607937499999126,0.0236863499999993
9,0.01,7867,74,168,83,0.9603271484375,0.0396728515625,0.03930400000000356,0.03144320000000289
10,0.025,7406,196,398,192,0.904052734375,0.095947265625,0.0956875000000007,0.07655000000000067
11,0.05,6745,345,733,369,0.8233642578125,0.1766357421875,0.18299999999999983,0.14639999999999986
12,0.075,6078,572,995,547,0.741943359375,0.258056640625,0.2623124999999995,0.20984999999999965
13,0.1,5519,715,1222,736,0.6737060546875,0.3262939453125,0.3339999999999994,0.26719999999999955
