,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-8.881784197001252e-16,-6.661338147750939e-16
1,0.0001,8192,0,0,0,1.0,0.0,0.06776145715110782,0.0542091657208863
2,0.00025,8187,1,1,3,0.9993896484375,0.0006103515625,0.06802238523569648,0.054417908188557185
3,0.0005,8191,0,1,0,0.9998779296875,0.0001220703125,0.06845717838542775,0.054765742708342224
4,0.00075,8184,1,3,4,0.9990234375,0.0009765625,0.06889186279609283,0.055113490236874285
5,0.001,8178,1,5,8,0.998291015625,0.001708984375,0.06932643846769104,0.05546115077415281
6,0.0025,8163,12,6,11,0.9964599609375,0.0035400390625,0.07193160897693762,0.05754528718155005
7,0.005,8145,14,17,16,0.9942626953125,0.0057373046875,0.07626486070051808,0.06101188856041451
8,0.0075,8111,27,28,26,0.9901123046875,0.0098876953125,0.0805872385176385,0.06446979081411075
9,0.01,8084,37,38,33,0.98681640625,0.01318359375,0.08489874242829987,0.0679189939426399
10,0.025,7897,98,98,99,0.9639892578125,0.0360107421875,0.11053941385664912,0.08843153108531931
11,0.05,7587,186,211,208,0.9261474609375,0.0738525390625,0.15240395372058213,0.12192316297646566
12,0.075,7282,307,293,310,0.888916015625,0.111083984375,0.1931811029386925,0.15454488235095398
13,0.1,7033,405,362,392,0.8585205078125,0.1414794921875,0.2328708615109899,0.18629668920879183
