,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,0.5353267865683797,0.4282614292547038
1,0.0001,8191,0,1,0,0.9998779296875,0.0001220703125,0.535505559738168,0.42840444779053444
2,0.00025,8185,2,4,1,0.9991455078125,0.0008544921875,0.535773604172917,0.42861888333833353
3,0.0005,8178,9,3,2,0.998291015625,0.001708984375,0.5362200375034109,0.42897603000272866
4,0.00075,8158,9,18,7,0.995849609375,0.004150390625,0.5366660867955664,0.4293328694364531
5,0.001,8160,9,14,9,0.99609375,0.00390625,0.5371117522850185,0.42968940182801485
6,0.0025,8112,21,41,18,0.990234375,0.009765625,0.5397776861129981,0.4318221488903985
7,0.005,8030,35,85,42,0.980224609375,0.019775390625,0.5441902956805121,0.4353522365444097
8,0.0075,7924,76,136,56,0.96728515625,0.03271484375,0.5485647762758313,0.4388518210206651
9,0.01,7852,93,173,74,0.95849609375,0.04150390625,0.5529012889038675,0.44232103112309396
10,0.025,7373,242,388,189,0.9000244140625,0.0999755859375,0.578132053634065,0.46250564290725193
11,0.05,6716,443,695,338,0.81982421875,0.18017578125,0.617253227408349,0.49380258192667914
12,0.075,6064,610,1011,507,0.740234375,0.259765625,0.6528513128013063,0.522281050241045
13,0.1,5474,791,1248,679,0.668212890625,0.331787109375,0.6850873147230099,0.548069851778408
