,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,2.220446049250313e-16,2.220446049250313e-16
1,0.0001,8192,0,0,0,1.0,0.0,0.00018749062499934244,0.00014999249999936293
2,0.00025,8190,1,1,0,0.999755859375,0.000244140625,0.0004686914062497216,0.0003749531249997995
3,0.0005,8187,1,2,2,0.9993896484375,0.0006103515625,0.0009372656250017375,0.00074981250000139
4,0.00075,8177,3,3,9,0.9981689453125,0.0018310546875,0.0014057226562500524,0.0011245781249999975
5,0.001,8184,3,2,3,0.9990234375,0.0009765625,0.0018740624999991073,0.0014992499999992859
6,0.0025,8161,16,9,6,0.9962158203125,0.0037841796875,0.004681640624998318,0.0037453124999986542
7,0.005,8148,15,18,11,0.99462890625,0.00537109375,0.009351562500000465,0.007481250000000328
8,0.0075,8120,18,28,26,0.9912109375,0.0087890625,0.014009765625000226,0.011207812500000136
9,0.01,8060,47,39,46,0.98388671875,0.01611328125,0.018656250000000152,0.014925000000000188
10,0.025,7853,113,122,104,0.9586181640625,0.0413818359375,0.046289062499999534,0.03703124999999974
11,0.05,7581,204,205,202,0.9254150390625,0.0745849609375,0.09140625000000169,0.07312500000000133
12,0.075,7317,287,280,308,0.8931884765625,0.1068115234375,0.1353515624999988,0.108281249999999
13,0.1,7002,405,399,386,0.854736328125,0.145263671875,0.17812499999999887,0.14249999999999896
