,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,2.220446049250313e-16,2.220446049250313e-16,1.0,0.0
1,0.0001,0.00018749062499934244,0.00014999249999936293,1.0,0.0
2,0.00025,0.0004686914062497216,0.0003749531249997995,0.9993896484375,0.0006103515625
3,0.0005,0.0009372656250017375,0.00074981250000139,0.999267578125,0.000732421875
4,0.00075,0.0014057226562500524,0.0011245781249999975,0.9989013671875,0.0010986328125
5,0.001,0.0018740624999991073,0.0014992499999992859,0.9986572265625,0.0013427734375
6,0.0025,0.004681640624998318,0.0037453124999986542,0.9964599609375,0.0035400390625
7,0.005,0.009351562500000465,0.007481250000000328,0.99365234375,0.00634765625
8,0.0075,0.014009765625000226,0.011207812500000136,0.988525390625,0.011474609375
9,0.01,0.018656250000000152,0.014925000000000188,0.9876708984375,0.0123291015625
10,0.025,0.046289062499999534,0.03703124999999974,0.9652099609375,0.0347900390625
11,0.05,0.09140625000000169,0.07312500000000133,0.930908203125,0.069091796875
12,0.075,0.1353515624999988,0.108281249999999,0.89501953125,0.10498046875
13,0.1,0.17812499999999887,0.14249999999999896,0.861328125,0.138671875
