,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-4.440892098500626e-16,-4.440892098500626e-16
1,0.0001,8190,0,2,0,0.999755859375,0.000244140625,0.00018749062499889835,0.00014999249999902986
2,0.00025,8190,1,0,1,0.999755859375,0.000244140625,0.00046869140624883343,0.00037495312499902234
3,0.0005,8183,0,6,3,0.9989013671875,0.0010986328125,0.0009372656250006273,0.0007498125000005018
4,0.00075,8185,2,3,2,0.9991455078125,0.0008544921875,0.0014057226562493863,0.0011245781249995535
5,0.001,8174,9,5,4,0.997802734375,0.002197265625,0.001874062499997553,0.0014992499999980646
6,0.0025,8171,9,6,6,0.9974365234375,0.0025634765625,0.004681640624997874,0.003745312499998321
7,0.005,8124,23,18,27,0.99169921875,0.00830078125,0.009351562500000465,0.007481250000000328
8,0.0075,8088,39,35,30,0.9873046875,0.0126953125,0.01400976562500067,0.01120781250000058
9,0.01,8087,36,37,32,0.9871826171875,0.0128173828125,0.01865624999999982,0.014924999999999855
10,0.025,7865,110,102,115,0.9600830078125,0.0399169921875,0.04628906249999898,0.03703124999999918
11,0.05,7576,215,223,178,0.9248046875,0.0751953125,0.09140625000000147,0.07312500000000122
12,0.075,7293,272,302,325,0.8902587890625,0.1097412109375,0.13535156249999825,0.10828124999999855
13,0.1,7063,396,368,365,0.8621826171875,0.1378173828125,0.17812499999999853,0.14249999999999885
