,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-1.3322676295501878e-15,-1.1102230246251565e-15
1,0.0001,8191,0,0,1,0.9998779296875,0.0001220703125,0.0001874906249986763,0.00014999249999902986
2,0.00025,8187,2,2,1,0.9993896484375,0.0006103515625,0.00046869140624794525,0.0003749531249983562
3,0.0005,8189,0,2,1,0.9996337890625,0.0003662109375,0.0009372656250002942,0.0007498125000001687
4,0.00075,8182,2,1,7,0.998779296875,0.001220703125,0.0014057226562494973,0.0011245781249996645
5,0.001,8181,4,3,4,0.9986572265625,0.0013427734375,0.0018740624999988853,0.0014992499999990638
6,0.0025,8167,6,8,11,0.9969482421875,0.0030517578125,0.004681640624996541,0.003745312499997211
7,0.005,8137,22,19,14,0.9932861328125,0.0067138671875,0.009351562499999133,0.007481249999999329
8,0.0075,8080,46,36,30,0.986328125,0.013671875,0.014009765624999782,0.011207812499999803
9,0.01,8054,39,55,44,0.983154296875,0.016845703125,0.01865624999999871,0.014924999999998967
10,0.025,7894,98,102,98,0.963623046875,0.036376953125,0.046289062499998423,0.03703124999999863
11,0.05,7591,196,204,201,0.9266357421875,0.0733642578125,0.09140625000000113,0.073125000000001
12,0.075,7359,294,252,287,0.8983154296875,0.1016845703125,0.13535156249999813,0.10828124999999855
13,0.1,7016,386,390,400,0.8564453125,0.1435546875,0.17812499999999742,0.14249999999999796
