,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,2.220446049250313e-16,2.220446049250313e-16
1,0.0001,8189,0,1,2,0.9996337890625,0.0003662109375,0.0003999300040002929,0.0003199440032002343
2,0.00025,8186,3,1,2,0.999267578125,0.000732421875,0.0009995625625012217,0.0007996500500009329
3,0.0005,8174,5,8,5,0.997802734375,0.002197265625,0.0019982505000009088,0.0015986004000007048
4,0.00075,8173,3,12,4,0.9976806640625,0.0023193359375,0.0029960641874997584,0.0023968513499997846
5,0.001,8166,7,16,3,0.996826171875,0.003173828125,0.003993003999999578,0.0031944031999996403
6,0.0025,8114,18,39,21,0.990478515625,0.009521484375,0.009956312500000397,0.007965050000000362
7,0.005,8018,45,89,40,0.978759765625,0.021240234375,0.01982550000000116,0.015860400000000885
8,0.0075,7927,70,129,66,0.9676513671875,0.0323486328125,0.02960793750000046,0.02368635000000041
9,0.01,7869,76,164,83,0.9605712890625,0.0394287109375,0.03930400000000356,0.03144320000000289
10,0.025,7459,180,374,179,0.9105224609375,0.0894775390625,0.09568750000000081,0.07655000000000067
11,0.05,6674,389,754,375,0.814697265625,0.185302734375,0.18300000000000083,0.14640000000000053
12,0.075,6007,572,1013,600,0.7332763671875,0.2667236328125,0.2623125000000004,0.20985000000000031
13,0.1,5448,744,1264,736,0.6650390625,0.3349609375,0.3340000000000004,0.2672000000000003
