,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,0.038330390637982825,0.03066431251038626
1,0.0001,8189,1,2,0,0.9996337890625,0.0003662109375,0.03851021556815826,0.030808172454526606
2,0.00025,8188,1,1,2,0.99951171875,0.00048828125,0.03877991924456192,0.031023935395649516
3,0.0005,8184,0,4,4,0.9990234375,0.0009765625,0.039229335454943004,0.03138346836395445
4,0.00075,8184,1,4,3,0.9990234375,0.0009765625,0.03967863926912085,0.031742911415296726
5,0.001,8177,3,6,6,0.9981689453125,0.0018310546875,0.04012783068709602,0.032102264549676796
6,0.0025,8163,13,8,8,0.9964599609375,0.0035400390625,0.04282061887473221,0.03425649509978579
7,0.005,8131,17,22,22,0.9925537109375,0.0074462890625,0.047299607491368745,0.03783968599309495
8,0.0075,8095,31,38,28,0.9881591796875,0.0118408203125,0.05176735648788666,0.04141388519030931
9,0.01,8069,40,48,35,0.9849853515625,0.0150146484375,0.05622386586428685,0.04497909269142952
10,0.025,7879,104,99,110,0.9617919921875,0.0382080078125,0.08272689010023215,0.06618151208018586
11,0.05,7583,204,200,205,0.9256591796875,0.0743408203125,0.12599942755078097,0.1007995420406248
12,0.075,7334,278,298,282,0.895263671875,0.104736328125,0.1681480029896225,0.134518402391698
13,0.1,7001,418,384,389,0.8546142578125,0.1453857421875,0.20917261641676455,0.16733809313341153
