,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-1.3322676295501878e-15,-1.1102230246251565e-15
1,0.0001,6074,0,2116,2,0.741455078125,0.258544921875,0.36132528010343823,0.28906022408275056
2,0.00025,6088,3,2100,1,0.7431640625,0.2568359375,0.3614981368398531,0.2891985094718825
3,0.0005,6174,3,2013,2,0.753662109375,0.246337890625,0.36178617377154865,0.2894289390172389
4,0.00075,6021,1,2166,4,0.7349853515625,0.2650146484375,0.36207413866699567,0.28965931093359654
5,0.001,6159,4,2026,3,0.7518310546875,0.2481689453125,0.36236203152619595,0.28988962522095674
6,0.0025,6088,12,2087,5,0.7431640625,0.2568359375,0.3640878759202262,0.291270300736181
7,0.005,6108,16,2048,20,0.74560546875,0.25439453125,0.3669585203438904,0.2935668162751124
8,0.0075,6070,38,2053,31,0.740966796875,0.259033203125,0.3698219611429019,0.29585756891432147
9,0.01,6052,34,2069,37,0.73876953125,0.26123046875,0.3726781983172617,0.29814255865380934
10,0.025,5894,101,2107,90,0.719482421875,0.280517578125,0.3896643452457368,0.3117314761965895
11,0.05,5724,182,2109,177,0.69873046875,0.30126953125,0.4173983001544026,0.3339186401235221
12,0.075,5560,308,2047,277,0.6787109375,0.3212890625,0.44441189259790503,0.355529514078324
13,0.1,5349,366,2058,419,0.6529541015625,0.3470458984375,0.4707051225762482,0.37656409806099855
