,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,2.220446049250313e-16,2.220446049250313e-16
1,0.0001,8189,2,1,0,0.9996337890625,0.0003662109375,0.00018749062499934244,0.00014999249999936293
2,0.00025,8191,0,1,0,0.9998779296875,0.0001220703125,0.0004686914062497216,0.0003749531249997995
3,0.0005,8185,2,1,4,0.9991455078125,0.0008544921875,0.0009372656250017375,0.00074981250000139
4,0.00075,8183,2,3,4,0.9989013671875,0.0010986328125,0.0014057226562500524,0.0011245781249999975
5,0.001,8178,5,4,5,0.998291015625,0.001708984375,0.0018740624999991073,0.0014992499999992859
6,0.0025,8174,7,7,4,0.997802734375,0.002197265625,0.004681640624998318,0.0037453124999986542
7,0.005,8127,17,17,31,0.9920654296875,0.0079345703125,0.009351562500000465,0.007481250000000328
8,0.0075,8112,37,25,18,0.990234375,0.009765625,0.014009765625000226,0.011207812500000136
9,0.01,8057,44,46,45,0.9835205078125,0.0164794921875,0.018656250000000152,0.014925000000000188
10,0.025,7871,92,111,118,0.9608154296875,0.0391845703125,0.046289062499999534,0.03703124999999974
11,0.05,7539,214,232,207,0.9202880859375,0.0797119140625,0.09140625000000169,0.07312500000000133
12,0.075,7309,304,302,277,0.8922119140625,0.1077880859375,0.1353515624999988,0.108281249999999
13,0.1,7020,394,378,400,0.85693359375,0.14306640625,0.17812499999999887,0.14249999999999896
