,Error probability,00 Counts,01 Counts,10 Counts,11 Counts,p_00,p_not_00,Process infidelity,Average gate infidelity
0,0.0,8192,0,0,0,1.0,0.0,-8.881784197001252e-16,-6.661338147750939e-16
1,0.0001,8191,0,0,1,0.9998779296875,0.0001220703125,0.06795374423380951,0.054362995387047475
2,0.00025,8183,1,8,0,0.9989013671875,0.0010986328125,0.06850289707476875,0.054802317659815025
3,0.0005,8179,4,7,2,0.9984130859375,0.0015869140625,0.06941751603132251,0.0555340128250581
4,0.00075,8167,8,11,6,0.9969482421875,0.0030517578125,0.07033134055459611,0.056265072443676845
5,0.001,8153,12,20,7,0.9952392578125,0.0047607421875,0.07124437098262149,0.05699549678609728
6,0.0025,8122,28,29,13,0.991455078125,0.008544921875,0.07670589634252523,0.061364717074020136
7,0.005,8022,52,82,36,0.979248046875,0.020751953125,0.08574513560797481,0.06859610848637987
8,0.0075,7957,66,125,44,0.9713134765625,0.0286865234375,0.09470553834697493,0.07576443067757987
9,0.01,7867,98,157,70,0.9603271484375,0.0396728515625,0.1035874417632563,0.08286995341060499
10,0.025,7402,236,365,189,0.903564453125,0.096435546875,0.155249259892408,0.12419940791392636
11,0.05,6678,433,746,335,0.815185546875,0.184814453125,0.2352971467738234,0.1882377174190587
12,0.075,6104,600,983,505,0.7451171875,0.2548828125,0.3080683477170534,0.24645467817364275
13,0.1,5458,786,1285,663,0.666259765625,0.333740234375,0.3739000664479947,0.29912005315839574
