,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,-8.881784197001252e-16,-6.661338147750939e-16,1.0,0.0
1,0.0001,0.08473123433495422,0.06778498746796335,0.9151611328125,0.0848388671875
2,0.00025,0.08527666997992644,0.0682213359839412,0.915771484375,0.084228515625
3,0.0005,0.08618509439714606,0.06894807551771687,0.91259765625,0.08740234375
4,0.00075,0.08709272537258006,0.06967418029806394,0.9151611328125,0.0848388671875
5,0.001,0.0879995632489895,0.07039965059919173,0.91064453125,0.08935546875
6,0.0025,0.09342395404929116,0.07473916323943297,0.912841796875,0.087158203125
7,0.005,0.10240138291021283,0.08192110632817029,0.90869140625,0.09130859375
8,0.0075,0.111300077680626,0.08904006214450066,0.8939208984375,0.1060791015625
9,0.01,0.12012037768023442,0.09609630214418752,0.886962890625,0.113037109375
10,0.025,0.1714148893937607,0.1371319115150087,0.861572265625,0.138427734375
11,0.05,0.25086037371470915,0.20068829897176732,0.7923583984375,0.2076416015625
12,0.075,0.3230432244358231,0.25843457954865845,0.74462890625,0.25537109375
13,0.1,0.3883027612519029,0.3106422090015223,0.6988525390625,0.3011474609375
