,Error probability,Process infidelity,Average gate infidelity,p_success,p_logical_error
0,0.0,0.36580810808412856,0.29264648646730285,0.640380859375,0.359619140625
1,0.0001,0.36604089244966365,0.2928327139597309,0.6463623046875,0.3536376953125
2,0.00025,0.3663899212864652,0.29311193702917215,0.6422119140625,0.3577880859375
3,0.0005,0.3669712422297615,0.2935769937838092,0.6414794921875,0.3585205078125
4,0.00075,0.3675520711251833,0.2940416569001466,0.6427001953125,0.3572998046875
5,0.001,0.3681324081838644,0.2945059265470915,0.636962890625,0.363037109375
6,0.0025,0.37160411216832234,0.2972832897346579,0.630615234375,0.369384765625
7,0.005,0.37735107066952966,0.3018808565356237,0.6387939453125,0.3612060546875
8,0.0075,0.38304918502828333,0.3064393480226266,0.63720703125,0.36279296875
9,0.01,0.38869865668512205,0.31095892534809766,0.6270751953125,0.3729248046875
10,0.025,0.4215852705557439,0.33726821644459515,0.6046142578125,0.3953857421875
11,0.05,0.47263917120933363,0.3781113369674669,0.576416015625,0.423583984375
12,0.075,0.5191712505789838,0.4153370004631871,0.53662109375,0.46337890625
13,0.1,0.561382949198774,0.4491063593590192,0.5135498046875,0.4864501953125
